Ticker,CompanyName,Notes,naics_orig,naics,Sector,Industry,@@@GLASSDOOR@@@,TotalReviews,OverallRating,Culture_Values,WorkLifeBalance,SeniorManagement,Compensation_Benefits,CareerOpportunities,Recommend,PositiveBusinessOutlook,TotalCEORatings,CEOApproval,TotalInterviews,PositiveInterviewExperience,NeutralInterviewExperience,NegativeInterviewExperience,InterviewDifficulty,TotalBenefitRatings,BenefitRating,@@@MINDSET_CODING@@@,xOTIOverall,OTI_Coded,OTI1_H,OTI2_H,OTI3_H,OTI4_H,OTI5_H,OTI6_H,OTI7_H,OTI8_H,rOTI2_H,Performance_H,Growth_H,TheBest_H,Motivated_H,Geniuses_H,WorkHard_H,Products_H,Clients_H,Competitors_H,Employees_H,Diversity_H,OTI1_S,OTI2_S,OTI3_S,OTI4_S,OTI5_S,OTI6_S,OTI7_S,OTI8_S,Performance_S,Growth_S,TheBest_S,Motivated_S,Geniuses_S,WorkHard_S,Products_S,Clients_S,Competitors_S,Employees_S,Diversity_S,rOTI5_H,rOTI7_H,rOTI2_S,rOTI5_S,rOTI7_S,xOTI_H,xOTI_S,diff_OTI_HvsS,VAR00001,xPerformance,xGrowth,xTheBest,xMotivated,xGeniuses,xWorkHard,xProducts,xClients,xCompetitors,xEmployees,xDiversity,xOTI_Dweck,@@@Compustat@@@,conm_2013,conm_2014,gvkey_2013,gvkey_2014,datadate_2013,datadate_2014,fyear_2013,fyear_2014,indfmt_2013,consol_2013,popsrc_2013,curcd_2013,fyr_2013,fyr_2014,emp_2013,emp_2014,gp_2013,gp_2014,sale_2013,sale_2014,ni_2013,ni_2014,revt_2013,revt_2014,at_2013,at_2014,dltt_2013,dltt_2014,ebit_2013,ebit_2014,seq_2013,seq_2014,teq_2013,teq_2014,xrd_2013,xrd_2014,costat_2013,costat_2014,spcsrc_2013,spcsrc_2014,DIV_str_C,DIV_str_E,DIV_str_H,DIV_con_A,DIV_con_C,DIV_con_D,DIV_str_num,DIV_con_num,CGOV_str_num,CGOV_con_num,CGOV_con_K,CGOV_con_L,CGOV_con_M,CGOV_str_G,CGOV_str_H,YEAR,CompanyAge,CompFounded,InsidersControl,InsidersPctg,DirectorsInside,DirectorsInsidePct,DirectorsOutside,DirectorsOver10YrsTenure,DirectorsOver10YrsTenurePct,DirectorsOver15YrsTenure,DirectorsOver15YrsTenurePct,DirectorsProblem,DirectorsProblemPct,DirectorsWomen,DirectorsWomenPct,DirectorsTotal,CEOCompensationYear,Tenure,CEOBaseSalary,CEOSharesHeld,CEOBonus,CEOTotAnnComp,CEOAllOtherCompensation,@@@@@@,ROE_2013,ROS_2013,xLogRev13,xLogRev14,xLogEmp13,xLogEmp14,xLogAt13,xLogAt14,xRisk13,xRisk14,xRD_intensity13,xRD_intensity14,xOTI_1SD,xEChange,@@@Process@@@,xOTI,xLEmp13,xLEmp14,xLRev13,xLAt13,CompAge,Overall,Culture,Reviews,ID,Exclude,filter_$,ZxOTIOverall,ZOverallRating
PTRY,Pantry, ,447110,447110,44,specialty retailers: other, ,125,2.8,2.7,2.8,2.6,2.7,2.8,36,25,43,43,14,50,14,33,2.1,26,2.7, ,5.5,1,5,2,5,5,2,5,2,5,5,2,3,1,4,1,4,0,0,0,3,1,6,1,6,6,1,6,1,6,4,1,1,4,0,4,0,2,0,4,1,5,5,6,6,6,5,6,1, ,3,2,1,4,0.5,4,0,1,0,3.5,1,5.5, ,PANTRY INC,PANTRY INC,31392,31392,9/30/2013,9/30/2014,2013,2014,INDL,C,D,USD,9,9,14.903,15.14,811.397,830.718,7013.055,6765.364,-3.012,13.224,7013.055,6765.364,1715.226,1733.754,932.436,919.136,83.066,104.679,323.699,339.457,323.699,339.457,0,0,I,I,C,C,0, ,0,0,0,0,0,0,0,0,0,0,0, , ,2013,42,1967,No,0.072,1,0.1,8,2,0.2,0,0,0,0,1,0.1,10,2012,1,412500, ,483600,1081355,185255, ,0.256614942,-0.000429485,8.855528691,8.819571346,2.766507771,2.781300663,7.447300129,7.458044279,0.543622823,0.530142108,0,0, ,0.237, ,5.5,2.766507771,2.781300663,8.855528691,7.447300129,42,2.8,2.7,125,347,0,1,0.79397064,-1.404251193
PH,Parker-Hannifin, ,332912,332912,31,industrial machinery, ,884,3.2,3,3.1,2.5,3.3,2.9,57,40,219,72,187,72,19,7,2.7,138,3.6, ,5,1,4,3,4,4,3,4,3,4,4,2,3,2,3,2,3,0,1,1,4,0,6,1,6,6,1,6,1,6,3,4,2,4,1,4,2,1,0,5,3,4,4,6,6,6,4,6,2, ,2.5,3.5,2,3.5,1.5,3.5,1,1,0.5,4.5,1.5,5, ,PARKER-HANNIFIN CORP,PARKER-HANNIFIN CORP,8358,8358,6/30/2013,6/30/2014,2013,2014,INDL,C,D,USD,6,6,58.151,57.447,3269.621,3425.066,13015.704,13215.971,948.427,1041.048,13015.704,13215.971,12540.898,13274.362,1495.96,1508.142,1386.29,1496.201,5738.426,6659.428,5741.481,6662.808,406.613,410.132,A,A,A,A,0,0,0,0,0,1,0,1,0,0,0,0,0,0, ,2013,52,1918,No,0.0314,1,0.090909,10,6,0.545455,1,0.090909,0,0,2,0.181818,11,2012,12,1212750, ,0,4324733,190769, ,0.241451639,0.072867899,9.473911907,9.489181301,4.080093496,4.068120361,9.436750422,9.493589785,0.119286514,0.113613144,0.031240185,0.031033058, ,-0.704, ,5,4.080093496,4.068120361,9.473911907,9.436750422,52,3.2,3,884,211,0,1,0.456309086,-0.381434306
PBF,PBF Energy, ,324110,324110,31,petroleum refining, ,34,3.5,3.2,2.8,2.8,3.8,3.1,60,65,16,89,7,33,33,33,2.8,2,4.5, ,5.5,1,5,2,5,5,2,5,2,5,5,1,4,1,4,1,4,2,0,1,5,0,6,1,6,6,1,6,1,6,2,4,1,5,1,4,3,2,0,4,1,5,5,6,6,6,5,6,1, ,1.5,4,1,4.5,1,4,2.5,1,0.5,4.5,0.5,5.5, ,PBF ENERGY INC,PBF ENERGY INC,196159,196159,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,1.735,1.714,535.489,473.812,19151.455,19828.155,39.54,-38.237,19151.455,19828.155,4413.808,5196.288,735.547,1260.349,319.676,149.759,654.13,1218.213,1715.256,1693.316, , ,A,A, , ,0, ,0,0,1,1,0,2,0,0,0,0,0, , ,2013,0, , , , , , , , , , , , , , , , , , , , , , , ,0.18637218,0.002064595,9.860133971,9.894858176,1.006131436,0.998423561,8.392493088,8.555699804,0.166646805,0.24254795, , , ,-0.021, ,5.5,1.006131436,0.998423561,9.860133971,8.392493088,0,3.5,3.2,34,142,0,1,0.79397064,0.385678359
BTUUQ,Peabody Energy, , , ,21,"mining, crude-oil production", ,100,3.9,3.7,3.8,3.4,3.9,3.5,77,64,32,95,21,57,19,23,2.7,15,3.6, ,6,1,6,1,6,6,1,6,1,6,6,0,5,0,5,0,5,3,1,0,2,0,6,1,6,6,1,6,1,6,4,3,1,4,0,4,3,1,0,2,0,6,6,6,6,6,6,6,0, ,2,4,0.5,4.5,0,4.5,3,1,0,2,0,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,6, , , , , ,3.9,3.7,100,315,3,0,1.131632194,1.408495246
PAG,Penske Automotive Group, ,441110,441110,44,"automotive retailing, services", ,147,3.6,3.7,3.2,3.4,3.4,3.8,66,61,76,95,24,56,21,21,2.6,16,3.3, ,2.0625, ,2,5,2,2,5,2,5,2,2,4,1,4,1,4,1,1,0,0,2,0,2,5,3,2,5,2,5,2,5,1,4,2,2,1,2,0,0,0,0,2,2,2,2,2,2,2.125,0.125, ,4.5,1,4,1.5,3,1,1.5,0,0,1,0,2.25, ,PENSKE AUTOMOTIVE GROUP INC,PENSKE AUTOMOTIVE GROUP INC,63847,63847,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,18,22.1,2259.8,2573.7,14705.4,17177.2,244.2,286.7,14705.4,17177.2,6415.5,7228.2,1033.2,1316,438.1,504.1,1504.4,1652.8,1522.1,1681.2, , ,A,A,B+,B+,0, ,0,0,0,0,0,0,0,0,0,0,0, , ,2013,23,1990,No,0.36,3,0.25,8,7,0.583333,1,0.083333,2,0.166667,2,0.166667,12,2012,14,1200000, ,0,1409336,209336, ,0.28782603,0.016606145,9.595970052,9.751338202,2.944438979,3.139832618,8.766472216,8.885745322,0.161047463,0.182064691, , ,0,4.1, ,2.0625,2.944438979,3.139832618,9.595970052,8.766472216,23,3.6,3.7,147,203,0,1,-1.527452546,0.641382581
POM,Pepco Holdings, ,2211,2211,22,utilities: gas and electric, ,105,3.6,3.1,3.7,3.2,3.9,3.8,82,54,53,78,26,69,21,8,2.9,15,4.1, ,2.5, ,2,5,2,2,5,2,5,2,2,4,1,4,1,4,1,5,3,0,2,1,3,4,3,3,4,3,4,3,4,2,3,2,2,3,5,2,0,1,1,2,2,3,3,3,2,3,1, ,4,1.5,3.5,1.5,3,2,5,2.5,0,1.5,1,2.5, ,PEPCO HOLDINGS INC,PEPCO HOLDINGS INC,8694,8694,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,5.025,5.125,1145,1275,4666,4881,-212,242,4666,4881,14848,15667,4337,4670,672,726,4315,4451,4315,4451, , ,A,A,B,B,0,1,1,0,0,0,2,0,0,0,0,0,0, , ,2013,12,2001,No,0,1,0.076923,12,4,0.307692,0,0,0,0,3,0.230769,13,2012,4,985000, ,0,2381587,204737, ,0.155735805,-0.045435062,8.448057453,8.493105396,1.795917479,1.812378756,9.605620455,9.659311868,0.292093211,0.298078764, , ,0,0.1, ,2.5,1.795917479,1.812378756,8.448057453,9.605620455,12,3.6,3.1,105,483,0,1,-1.231998686,0.641382581
PEP,PepsiCo, ,311919,311919,31,food consumer products, ,6192,3.4,3.2,2.7,2.9,3.6,3.3,62,53,2496,74,1800,66,20,13,2.8,643,3.7, ,4.5, ,5,2,5,5,2,5,2,5,5,4,3,1,4,1,4,5,1,0,4,0,4,3,4,4,3,4,3,4,3,3,1,4,0,4,1,3,0,1,0,5,5,4,4,4,5,4,1, ,3.5,3,1,4,0.5,4,3,2,0,2.5,0,4.5, ,PEPSICO INC,PEPSICO INC,8479,8479,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,274,271,37644,38240,66415,66683,6740,6513,66415,66683,77478,70509,24333,23821,10002,10266,24279,17438,24389,17548,665,718,A,A,A,A,1,1,1,0,0,0,3,0,0,0,0,0,0, , ,2013,48,1965,No,0,1,0.076923,12,5,0.384615,2,0.153846,2,0.153846,4,0.307692,13,2012,7,1600000, ,0,5049379,149379, ,0.410102915,0.101483099,11.10367821,11.10770533,5.616771098,5.605802066,11.2577493,11.16349564,0.314063347,0.337843396,0.010012798,0.010767362, ,-3, ,4.5,5.616771098,5.605802066,11.10367821,11.2577493,48,3.4,3.2,6192,43,0,1,0.118647531,0.129974138
--,Peter Kiewit Sons',not publicly traded, , ,23,"engineering, construction", ,763,3.4,3.5,2.6,2.9,3.5,3.4,61,57,371,83,263,63,20,16,2.8,91,4.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.4,3.5,763,243,3,0, ,0.129974138
PETM,PetSmart, ,453910,453910,44,specialty retailers: other, ,3223,3.1,3.1,3,2.6,2.8,2.8,50,33,593,39,942,67,20,11,2.2,346,3.1, ,3, ,2,5,2,2,5,2,5,2,2,4,1,4,1,4,1,1,1,0,0,0,4,3,4,4,3,4,3,4,3,3,1,4,0,3,2,1,0,0,0,2,2,4,4,4,2,4,2, ,3.5,2,2.5,2.5,2,2,1.5,1,0,0,0,3, ,PETSMART INC,PETSMART INC,28648,28648,1/31/2014,1/31/2015,2013,2014,INDL,C,D,USD,1,1,53,53,2351.368,2154.743,6916.627,7111.973,419.52,426.136,6916.627,7111.973,2521.968,2826.935,451.597,438.879,693.318,732.79,1093.782,1369.987,1093.782,1369.987,0,0,I,I,A,A,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,2013,27,1986,No,0.0165,1,0.111111,8,3,0.333333,1,0.111111,0,0,2,0.222222,9,2012,4,1146154, ,0,3966718,144065, ,0.633872198,0.060653842,8.841683502,8.869534981,3.988984047,3.988984047,7.832794828,7.946948365,0.179065317,0.155249059,0,0, ,0, ,3,3.988984047,3.988984047,8.841683502,7.832794828,27,3.1,3.1,3223,377,0,1,-0.894337132,-0.637138528
PFE,Pfizer, ,325412,325412,31,pharmaceuticals, ,2561,3.7,3.6,3.6,3.2,3.8,3.5,74,60,966,87,546,63,23,13,3,255,4.2, ,5,1,6,1,6,6,1,6,1,6,6,1,5,0,5,0,5,5,5,1,3,0,4,3,4,4,3,4,3,4,4,4,0,1,0,1,4,2,0,0,0,6,6,4,4,4,6,4,2, ,2.5,4.5,0,3,0,3,4.5,3.5,0.5,1.5,0,5, ,PFIZER INC,PFIZER INC,8530,8530,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,77.7,78.3,44040,41832,51584,49605,22003,9136,51584,49605,172101,169274,30462,31541,16888,14244,76307,71301,76620,71622,6678,8393,A,A,B+,B+,1,1,1,0,0,0,3,0,1,1,0,0,1,1, ,2013,160,1849,No,0,1,0.083333,11,4,0.333333,3,0.25,0,0,4,0.333333,12,2012,3,1737500, ,0,5547392,409892, ,0.220412425,0.426546991,10.85096683,10.81184691,4.365643155,4.373238129,12.05583679,12.03927398,0.177000715,0.186331037,0.129458747,0.169196654, ,0.6, ,5,4.365643155,4.373238129,10.85096683,12.05583679,160,3.7,3.6,2561,48,0,1,0.456309086,0.897086803
PCG,PG&E Corp., ,2211,2211,22,utilities: gas and electric, ,1105,3.4,3.3,3.4,2.7,4,3.4,68,42,82,70,282,56,29,14,2.8,177,4.2, ,4.5, ,5,2,5,5,2,5,2,5,5,1,4,1,4,1,4,0,0,0,2,0,4,3,4,4,3,4,3,4,3,4,1,2,1,2,1,0,0,2,0,5,5,4,4,4,5,4,1, ,2,4,1,3,1,3,0.5,0,0,2,0,4.5, ,PG&E CORP,PG&E CORP,8264,8264,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,21.166,22.581,4491,5232,15598,17090,828,1450,15598,17090,55605,60127,12717,15050,2414,2799,14594,16000,14594,16000, , ,A,A,B,B,0,1,1,0,0,0,2,0,0,0,0,0,0, , ,2013,108,1905,No,0,1,0.076923,11,3,0.230769,2,0.153846,3,0.230769,2,0.153846,13,2012,2,1250000, ,0,3123918,158918, ,0.165410443,0.053083729,9.65489798,9.746248776,3.098559583,3.160441303,10.9260284,11.00421427,0.228702455,0.250303524, , , ,1.415, ,4.5,3.098559583,3.160441303,9.65489798,10.9260284,108,3.4,3.3,1105,183,0,1,0.118647531,0.129974138
PM,Philip Morris International, ,312230,312230,31,tobacco, ,672,3.8,3.5,3.1,3.2,4.3,3.7,81,66,237,88,197,71,15,12,3,4,5, ,4.0625, ,5,2,5,5,2,5,2,5,5,2,3,1,4,1,4,4,3,0,1,0,3,4,4,3,4,3,4,3,4,2,3,2,1,3,4,2,0,0,0,5,5,3,3,3,5,3.125,1.875, ,3,2.5,2,3,1,3.5,4,2.5,0,0.5,0,4.25, ,PHILIP MORRIS INTERNATIONAL,PHILIP MORRIS INTERNATIONAL,179621,179621,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,91.1,82.5,21596,20127,31217,29767,8576,7493,31217,29767,38168,35187,24023,26929,13824,12237,-7766,-12629,-6274,-11203,449,433,A,A, , ,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,2013,166,1847,No,0,2,0.153846,10,0,0,0,0,0,0,2,0.153846,13,2012,5,1750000, ,0,9710239,460239, ,-2.203379025,0.274722107,10.3487181,10.30115568,4.522874943,4.424846632,10.54975275,10.46843198,0.629401593,0.765311052,0.014383189,0.01454631, ,-8.6, ,4.0625,4.522874943,4.424846632,10.3487181,10.54975275,166,3.8,3.5,672,99,0,1,-0.176806329,1.152791025
PSX,Phillips 66, ,324110,324110,31,petroleum refining, ,309,3.9,3.8,3.7,3.4,4.3,3.5,77,70,176,99,144,76,16,7,2.9,60,4.3, ,4.5, ,5,2,5,5,2,5,2,5,5,1,4,1,4,1,4,4,0,0,2,0,4,3,4,4,3,4,3,4,3,2,0,1,0,1,5,2,0,1,0,5,5,4,4,4,5,4,1, ,2,3,0.5,2.5,0.5,2.5,4.5,1,0,1.5,0,4.5, ,PHILLIPS 66,PHILLIPS 66,170841,170841,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,13.5,14,5026,5989,157730,146514,3726,4762,157730,146514,49798,48741,6131,7842,2631,3307,21950,21590,22392,22037,69,62,A,A, , ,0,0,0,0,0,1,0,1,0,0,0,0,0, , ,2013,0, ,No,0,1,0.125,7,0,0,0,0,0,0,2,0.25,8,2012, ,933333, ,0,4050637,117304, ,0.11749732,0.023622646,11.96863999,11.89487627,2.674148649,2.708050201,10.8157301,10.79427584,0.123117394,0.160891241,0.000437456,0.000423168, ,0.5, ,4.5,2.674148649,2.708050201,11.96863999,10.8157301,0,3.9,3.8,309,4,0,1,0.118647531,1.408495246
PBI,Pitney Bowes, ,333318,333318,31,"computers, office equipment", ,1271,3.2,3.1,3.5,2.7,3.3,2.8,53,31,411,70,202,50,21,27,2.8,129,3.7, ,6,1,6,1,6,6,1,6,1,6,6,0,5,0,5,0,5,0,1,1,5,0,6,1,6,6,1,6,1,6,3,4,2,5,1,4,2,1,0,3,0,6,6,6,6,6,6,6,0, ,1.5,4.5,1,5,0.5,4.5,1,1,0.5,4,0,6, ,PITNEY BOWES INC,PITNEY BOWES INC,8606,8606,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,16.1,15.2,2448.337,2416.509,3869.401,3821.504,142.835,333.755,3869.401,3821.504,6772.708,6485.693,3346.295,2927.127,710.524,730.944,188.403,77.259,188.403,77.259,110.412,109.931,A,A,B,B,0,1,1,0,0,0,2,0,0,0,0,0,0, , ,2013,93,1920,No,0.0254,1,0.1,9,4,0.4,2,0.2,0,0,3,0.3,10,2012,5,996667, ,0,3730451,144284, ,3.771298759,0.036913982,8.260854994,8.248399341,2.839078464,2.785011242,8.820656286,8.777353953,0.494085231,0.451320622,0.028534649,0.028766423,1,-0.9, ,6,2.839078464,2.785011242,8.260854994,8.820656286,93,3.2,3.1,1271,489,0,1,1.131632194,-0.381434306
PAA,Plains All American Pipeline, ,424710,424710,42,pipelines, ,100,3.9,3.9,4.1,3.8,3.9,3.3,70,40,60,98,17,50,31,18,2.6,15,4.3, ,1.125,0,1,6,1,1,6,1,6,1,1,5,0,5,0,5,0,3,3,0,0,0,1,6,2,2,6,1,6,1,5,0,4,0,1,0,2,1,0,0,0,1,1,1,1,1,1,1.25,0.25, ,5,0,4.5,0,3,0,2.5,2,0,0,0,1.25, ,PLAINS ALL AMER PIPELNE  -LP,PLAINS ALL AMER PIPELNE  -LP,116029,116029,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,0,0,2431,2492,42249,43464,1361,1384,42249,43464,20360,22256,6715,8762,1728,1791,7644,8133,7703,8191, , ,A,A, , , , , ,0, , ,0,0,0,0,0,0,0,0, ,2013, , , , , , , , , , , , , , , , , , , , , , , , ,0.224328184,0.03221378,10.65133596,10.67968829,0,0,9.921327471,10.01036691,0.32981336,0.393691589, , ,0,0, ,1.125,0,0,10.65133596,9.921327471, ,3.9,3.9,100,77,0,1,-2.160567961,1.408495246
PNC,PNC Financial Services Group, ,522110,522110,52,commercial banks, ,3784,3.3,3.6,3.5,3,3,3.3,60,54,1345,78,1300,64,21,13,2.6,605,3.6, ,5.5,1,6,1,6,6,1,6,1,6,6,0,5,0,5,0,5,2,5,1,4,2,5,2,5,5,2,5,2,5,4,3,2,4,0,3,2,1,0,4,2,6,6,5,5,5,6,5,1, ,2,4,1,4.5,0,4,2,3,0.5,4,2,5.5, ,PNC FINANCIAL SVCS GROUP INC,PNC FINANCIAL SVCS GROUP INC,8245,8245,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,54.433,53.587,15369,15008,16872,16187,4220,4184,16872,16187,320296,345072,36819,48263,7884,7717,42408,44551,44097,46074, , ,A,A,B,B,0,1,1,0,0,0,2,0,1,0,0,0,0, ,1,2013,157,1852,No,0.014,2,0.125,14,10,0.625,6,0.375,1,0.0625,3,0.1875,16,2012,12,1200000, ,0,1335475,135475, ,0.178787673,0.25011854,9.733410722,9.69196373,4.015175084,3.999795759,12.67700085,12.75150837,0.114953043,0.139863565, , , ,-0.846, ,5.5,4.015175084,3.999795759,9.733410722,12.67700085,157,3.3,3.6,3784,170,0,1,0.79397064,-0.125730084
PPG,PPG Industries, ,325510,325510,31,chemicals, ,754,3,2.7,3.1,2.5,2.9,2.8,48,47,133,58,171,58,28,12,2.6,77,3.5, ,3, ,3,4,3,3,4,3,4,3,3,4,1,3,2,3,2,2,1,0,0,0,3,4,3,3,4,3,4,3,5,1,2,1,0,1,5,2,1,0,0,3,3,3,3,3,3,3,0, ,4.5,1,2.5,1.5,1.5,1.5,3.5,1.5,0.5,0,0,3, ,PPG INDUSTRIES INC,PPG INDUSTRIES INC,8247,8247,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,41.4,44.4,6552,6643,15156,15410,3231,2102,15156,15410,15863,17583,3372,3544,1918,1948,4932,5180,5198,5265,488,492,A,A,B+,B+,0,0,1,0,0,0,1,0,0,0,0,0,0, , ,2013,126,1883,No,0,1,0.083333,7,8,0.666667,4,0.333333,0,0,2,0.166667,12,2012,8,1280000, ,0,5875511,595511, ,0.368988072,0.213182898,9.626151772,9.642771928,3.747148362,3.815512105,9.671744632,9.774687805,0.212570132,0.201558323,0.032198469,0.03192732, ,3, ,3,3.747148362,3.815512105,9.626151772,9.671744632,126,3,2.7,754,182,0,1,-0.894337132,-0.892842749
PPL,PPL, ,22111,22111,22,utilities: gas and electric, ,134,3.1,2.6,3,2.6,3.2,3,48,37,55,64,28,76,20,4,3,21,4.2, ,3.5, ,5,2,5,5,2,5,2,5,5,2,3,1,4,1,4,4,2,1,3,0,2,5,2,2,5,2,5,2,5,2,4,2,3,1,5,2,0,1,0,5,5,2,2,2,5,2,3,1,3.5,2.5,2.5,3,2,2.5,4.5,2,0.5,2,0,3.5, ,PPL CORP,PPL CORP,8455,8455,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,18.108,17.391,4304,4631,11905,11564,1130,1737,11905,11564,46259,48864,20592,18856,3143,3411,12466,13628,12466,13628, , ,A,A,B+,B+,0,0,1,0,0,0,1,0,0,0,0,0,0, , ,2013,93,1920,No,0,1,0.083333,11,4,0.333333,2,0.166667,1,0.083333,2,0.166667,12,2012,2,1049039, ,0,3748446,76169, ,0.252125782,0.094918102,9.384713759,9.355652103,2.950107096,2.911861415,10.74201132,10.79679621,0.445145809,0.385887361, , , ,-0.717, ,3.5,2.950107096,2.911861415,9.384713759,10.74201132,93,3.1,2.6,134,224,0,1,-0.556675577,-0.637138528
PX,Praxair, ,325120,325120,31,chemicals, ,476,3.4,3.3,3.2,2.8,3.1,3,68,49,202,80,144,60,21,17,2.9,104, , ,4, ,3,4,3,3,4,3,4,3,3,3,2,3,2,3,2,4,4,0,5,0,5,2,5,5,2,5,2,5,4,3,3,4,2,3,1,2,0,4,1,3,3,5,5,5,3,5,2, ,3.5,2.5,3,3,2.5,2.5,2.5,3,0,4.5,0.5,4, ,PRAXAIR INC,PRAXAIR INC,25124,25124,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,27.56,27.78,5181,5311,11925,12273,1755,1694,11925,12273,20255,19802,8026,8669,2625,2737,6609,5623,7003,6010,98,96,A,A,A+,A+,0,0,1,0,1,0,1,1,0,0,0,0,0, , ,2013,106,1907,No,0.01,1,0.090909,10,3,0.272727,2,0.181818,3,0.272727,2,0.181818,11,2012,6,1190000, ,0,3717017,161783, ,0.374839355,0.147169811,9.386392316,9.415157007,3.352007137,3.359680701,9.916156956,9.893538222,0.39624784,0.437784062,0.008218029,0.007822048, ,0.22, ,4,3.352007137,3.359680701,9.386392316,9.916156956,106,3.4,3.3,476,242,0,1,-0.219014023,0.129974138
PCP,Precision Castparts, ,336413,336413,31,aerospace and defense, ,218,2.8,2.2,2.1,2.4,3.5,3,41,41,104,44,77,57,17,24,2.8,64,3.8, ,4.5, ,4,3,4,4,3,4,3,4,4,2,3,2,3,2,3,1,3,0,5,0,5,2,5,5,2,5,2,5,4,2,3,4,2,3,2,1,0,4,0,4,4,5,5,5,4,5,1, ,3,2.5,2.5,3.5,2,3,1.5,2,0,4.5,0,4.5, ,PRECISION CASTPARTS CORP,PRECISION CASTPARTS CORP,8717,8717,3/31/2014,3/31/2015,2013,2014,INDL,C,D,USD,3,3,29,29.9,3587,3697,9616,10005,1777,1530,9616,10005,18586,19428,3569,3493,2672,2739,11386,10929,11413,10957, , ,A,A,B,B,0,0,0,0,1,0,0,1,0,0,0,0,0,0, ,2013,60,1953,No,0,1,0.111111,8,4,0.444444,3,0.333333,1,0.111111,0,0,9,2013,11,1530000, ,455787,3870603,347013, ,0.234118987,0.184796173,9.171183657,9.210840247,3.401197382,3.430756184,9.830163888,9.874470603,0.192026256,0.179792053, , , ,0.9, ,4.5,3.401197382,3.430756184,9.171183657,9.830163888,60,2.8,2.2,218,355,0,1,0.118647531,-1.404251193
PCLN,Priceline.com, ,561510,561510,56,internet services and retailing, ,129,3.2,3.2,3.7,2.9,3.2,2.7,52,49,29,59,77,46,19,33,2.8,52,4.1, ,5.5,1,6,1,6,6,1,6,1,6,6,0,5,0,5,0,5,2,1,0,4,1,5,2,5,5,2,5,2,5,4,3,3,4,2,4,4,1,0,3,2,6,6,5,5,5,6,5,1, ,2,4,1.5,4.5,1,4.5,3,1,0,3.5,1.5,5.5, ,PRICELINE GROUP INC,PRICELINE GROUP INC,119314,119314,12/31/2013,12/31/2014,2013,2014,INDL,C,D,USD,12,12,9.5,12.7,5730.125,7584.13,6793.306,8441.971,1892.663,2421.753,6793.306,8441.971,10444.46,14940.563,1742.047,3849.756,2435.153,3080.212,6918.262,8567.023,6918.262,8567.023, , ,A,A,B+,B+,0,0,0,0,0,1,0,1,0,1,0,0,1, , ,2013,16,1997,No,0,1,0.111111,7,5,0.555556,0,0,0,0,1,0.111111,9,2012,11,550000, ,0,5807824,7824, ,0.351989127,0.278607058,8.823692995,9.040971091,2.351375257,2.617395833,9.253826973,9.611835142,0.166791486,0.257671414, , , ,3.2, ,5.5,2.351375257,2.617395833,8.823692995,9.253826973,16,3.2,3.2,129,473,0,1,0.79397064,-0.381434306
